,Date,FIPS,MMWR_week,Recip_County,Recip_State,Series_Complete_Pop_Pct,Series_Complete_Yes,Series_Complete_12Plus,Series_Complete_12PlusPop_Pct,Series_Complete_18Plus,Series_Complete_18PlusPop_Pct,Series_Complete_65Plus,Series_Complete_65PlusPop_Pct,Completeness_pct,Administered_Dose1_Recip,Administered_Dose1_Pop_Pct,Administered_Dose1_Recip_12Plus,Administered_Dose1_Recip_12PlusPop_Pct,Administered_Dose1_Recip_18Plus,Administered_Dose1_Recip_18PlusPop_Pct,Administered_Dose1_Recip_65Plus,Administered_Dose1_Recip_65PlusPop_Pct,SVI_CTGY,Series_Complete_Pop_Pct_SVI,Series_Complete_12PlusPop_Pct_SVI,Series_Complete_18PlusPop_Pct_SVI,Series_Complete_65PlusPop_Pct_SVI,Metro_status,Series_Complete_Pop_Pct_UR_Equity,Series_Complete_12PlusPop_Pct_UR_Equity,Series_Complete_18PlusPop_Pct_UR_Equity,Series_Complete_65PlusPop_Pct_UR_Equity
84828,2021-10-15,17043,41,DuPage County,IL,62.0,572535,570880.0,72.3,525643,73.5,128354,86.1,97.8,712241.0,77.2,709543.0,89.9,650747.0,91.0,155322.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
87657,2021-10-14,17043,41,DuPage County,IL,62.0,572526,570871.0,72.3,525634,73.5,128351,86.1,97.8,712209.0,77.2,709511.0,89.9,650716.0,91.0,155312.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
91138,2021-10-13,17043,41,DuPage County,IL,62.0,572519,570864.0,72.3,525627,73.5,128350,86.1,97.8,712182.0,77.2,709484.0,89.9,650689.0,91.0,155304.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
92311,2021-10-12,17043,41,DuPage County,IL,62.0,572514,570859.0,72.3,525622,73.5,128350,86.1,97.8,712164.0,77.2,709466.0,89.9,650671.0,91.0,155299.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
95836,2021-10-11,17043,41,DuPage County,IL,62.0,572183,570528.0,72.3,525343,73.4,128301,86.1,97.8,711813.0,77.1,709115.0,89.9,650359.0,90.9,155209.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
99423,2021-10-10,17043,41,DuPage County,IL,62.0,571801,570146.0,72.2,525000,73.4,128234,86.1,97.8,711276.0,77.1,708578.0,89.8,649860.0,90.8,155029.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
103682,2021-10-09,17043,40,DuPage County,IL,61.9,571316,569661.0,72.2,524552,73.3,128138,86.0,97.8,710641.0,77.0,707943.0,89.7,649274.0,90.8,154847.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
106190,2021-10-08,17043,40,DuPage County,IL,61.8,570804,569149.0,72.1,524079,73.3,128030,85.9,97.8,709991.0,76.9,707293.0,89.6,648667.0,90.7,154587.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
110297,2021-10-07,17043,40,DuPage County,IL,61.7,569443,567788.0,71.9,522807,73.1,127827,85.8,97.8,708229.0,76.7,705531.0,89.4,646989.0,90.4,154180.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
113988,2021-10-06,17043,40,DuPage County,IL,61.6,568894,567239.0,71.9,522309,73.0,127705,85.7,97.8,707717.0,76.7,705020.0,89.3,646513.0,90.4,154003.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
115020,2021-10-05,17043,40,DuPage County,IL,61.5,567828,566173.0,71.7,521304,72.9,127588,85.6,97.8,706907.0,76.6,704210.0,89.2,645746.0,90.3,153815.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
120452,2021-10-04,17043,40,DuPage County,IL,61.5,567427,565772.0,71.7,520957,72.8,127524,85.6,97.8,706401.0,76.5,703704.0,89.2,645302.0,90.2,153692.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
123566,2021-10-03,17043,40,DuPage County,IL,61.4,566513,564858.0,71.6,520149,72.7,127354,85.5,97.8,705116.0,76.4,702420.0,89.0,644106.0,90.0,153234.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
125856,2021-10-02,17043,39,DuPage County,IL,61.3,565833,564178.0,71.5,519523,72.6,127226,85.4,97.8,704216.0,76.3,701521.0,88.9,643253.0,89.9,152888.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
130667,2021-10-01,17043,39,DuPage County,IL,61.3,565574,563919.0,71.5,519289,72.6,127168,85.3,97.8,703925.0,76.3,701230.0,88.9,642994.0,89.9,152802.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
131439,2021-09-30,17043,39,DuPage County,IL,61.2,565169,563514.0,71.4,518914,72.5,127084,85.3,97.8,703386.0,76.2,700691.0,88.8,642481.0,89.8,152615.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
136910,2021-09-29,17043,39,DuPage County,IL,61.2,564885,563231.0,71.4,518654,72.5,127021,85.3,97.8,703007.0,76.2,700312.0,88.7,642127.0,89.8,152496.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
139526,2021-09-28,17043,39,DuPage County,IL,61.1,564226,562572.0,71.3,518069,72.4,126837,85.1,97.8,702252.0,76.1,699557.0,88.6,641446.0,89.7,152229.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
143841,2021-09-27,17043,39,DuPage County,IL,61.1,563638,561984.0,71.2,517568,72.4,126692,85.0,97.8,701654.0,76.0,698959.0,88.6,640903.0,89.6,152021.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
145274,2021-09-26,17043,39,DuPage County,IL,61.0,563118,561464.0,71.1,517108,72.3,126638,85.0,97.8,701081.0,76.0,698386.0,88.5,640400.0,89.5,151889.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
149193,2021-09-25,17043,38,DuPage County,IL,60.9,562497,560843.0,71.1,516556,72.2,126565,84.9,97.8,700436.0,75.9,697741.0,88.4,639810.0,89.4,151775.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
152335,2021-09-24,17043,38,DuPage County,IL,60.9,561793,560139.0,71.0,515939,72.1,126509,84.9,97.8,699850.0,75.8,697155.0,88.3,639269.0,89.4,151684.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
157424,2021-09-23,17043,38,DuPage County,IL,60.8,561406,559752.0,70.9,515583,72.1,126463,84.9,97.8,699480.0,75.8,696785.0,88.3,638924.0,89.3,151612.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
159068,2021-09-22,17043,38,DuPage County,IL,60.8,560694,559040.0,70.8,514958,72.0,126389,84.8,97.8,698854.0,75.7,696160.0,88.2,638353.0,89.2,151522.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
162234,2021-09-21,17043,38,DuPage County,IL,60.7,560364,558710.0,70.8,514667,71.9,126369,84.8,97.8,698567.0,75.7,695873.0,88.2,638098.0,89.2,151491.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
164949,2021-09-20,17043,38,DuPage County,IL,60.7,560357,558703.0,70.8,514660,71.9,126369,84.8,97.8,698560.0,75.7,695866.0,88.2,638091.0,89.2,151491.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
168084,2021-09-19,17043,38,DuPage County,IL,60.6,559739,558085.0,70.7,514182,71.9,126330,84.8,97.8,698048.0,75.6,695354.0,88.1,637664.0,89.1,151449.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
171062,2021-09-18,17043,37,DuPage County,IL,60.6,559053,557399.0,70.6,513602,71.8,126285,84.8,97.8,697474.0,75.6,694780.0,88.0,637156.0,89.1,151391.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
176464,2021-09-17,17043,37,DuPage County,IL,60.5,558508,556854.0,70.6,513115,71.7,126224,84.7,97.8,696938.0,75.5,694244.0,88.0,636672.0,89.0,151323.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
179997,2021-09-16,17043,37,DuPage County,IL,60.5,557920,556266.0,70.5,512597,71.7,126165,84.7,97.8,696302.0,75.4,693608.0,87.9,636123.0,88.9,151257.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
180863,2021-09-15,17043,37,DuPage County,IL,60.3,556962,555308.0,70.4,511695,71.5,126088,84.6,97.8,695280.0,75.3,692586.0,87.8,635142.0,88.8,151158.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
186125,2021-09-14,17043,37,DuPage County,IL,60.3,556138,554484.0,70.3,510992,71.4,126023,84.6,97.8,694490.0,75.2,691796.0,87.7,634438.0,88.7,151092.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
187956,2021-09-13,17043,37,DuPage County,IL,60.2,555743,554089.0,70.2,510673,71.4,125987,84.6,97.8,694088.0,75.2,691394.0,87.6,634083.0,88.6,151045.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
191691,2021-09-12,17043,37,DuPage County,IL,60.1,554508,552854.0,70.1,509723,71.3,125906,84.5,97.8,692933.0,75.1,690239.0,87.5,633112.0,88.5,150945.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
194089,2021-09-11,17043,36,DuPage County,IL,60.0,553928,552274.0,70.0,509235,71.2,125836,84.5,97.8,692296.0,75.0,689602.0,87.4,632534.0,88.4,150876.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
198973,2021-09-10,17043,36,DuPage County,IL,60.0,553918,552264.0,70.0,509226,71.2,125836,84.5,97.8,692284.0,75.0,689590.0,87.4,632522.0,88.4,150876.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
200788,2021-09-09,17043,36,DuPage County,IL,59.9,553187,551534.0,69.9,508636,71.1,125763,84.4,97.8,691562.0,74.9,688869.0,87.3,631875.0,88.3,150780.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
204980,2021-09-08,17043,36,DuPage County,IL,59.8,552212,550559.0,69.8,507858,71.0,125685,84.4,97.8,690658.0,74.8,687965.0,87.2,631071.0,88.2,150684.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
207843,2021-09-07,17043,36,DuPage County,IL,59.8,552200,550547.0,69.8,507846,71.0,125685,84.4,97.8,690637.0,74.8,687944.0,87.2,631051.0,88.2,150683.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
211471,2021-09-06,17043,36,DuPage County,IL,59.8,551890,550237.0,69.7,507623,71.0,125671,84.3,97.8,690280.0,74.8,687587.0,87.1,630751.0,88.2,150652.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
213777,2021-09-05,17043,36,DuPage County,IL,59.7,550625,548972.0,69.6,506689,70.8,125594,84.3,97.8,688826.0,74.6,686133.0,86.9,629536.0,88.0,150547.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
217637,2021-09-04,17043,35,DuPage County,IL,59.7,550620,548967.0,69.6,506685,70.8,125593,84.3,97.8,688818.0,74.6,686125.0,86.9,629528.0,88.0,150545.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
222663,2021-09-03,17043,35,DuPage County,IL,59.6,549941,548288.0,69.5,506126,70.8,125516,84.2,97.8,687996.0,74.5,685303.0,86.8,628789.0,87.9,150458.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
224537,2021-09-02,17043,35,DuPage County,IL,59.5,549221,547568.0,69.4,505511,70.7,125441,84.2,97.8,687174.0,74.5,684481.0,86.7,628046.0,87.8,150360.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
227037,2021-09-01,17043,35,DuPage County,IL,59.4,548489,546836.0,69.3,504899,70.6,125354,84.1,97.8,686407.0,74.4,683715.0,86.6,627345.0,87.7,150255.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
231792,2021-08-31,17043,35,DuPage County,IL,59.3,547670,546017.0,69.2,504221,70.5,125260,84.1,97.8,685545.0,74.3,682853.0,86.5,626572.0,87.6,150134.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
235065,2021-08-30,17043,35,DuPage County,IL,59.3,547065,545412.0,69.1,503739,70.4,125214,84.0,97.8,684920.0,74.2,682228.0,86.5,626049.0,87.5,150083.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
236587,2021-08-29,17043,35,DuPage County,IL,59.1,545142,543490.0,68.9,502240,70.2,125093,84.0,97.8,682635.0,74.0,679943.0,86.2,624144.0,87.3,149921.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
241869,2021-08-28,17043,34,DuPage County,IL,59.1,545129,543477.0,68.9,502230,70.2,125093,84.0,97.8,682621.0,74.0,679929.0,86.2,624130.0,87.2,149921.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
244828,2021-08-27,17043,34,DuPage County,IL,59.0,544371,542719.0,68.8,501621,70.1,125017,83.9,97.8,681543.0,73.8,678851.0,86.0,623174.0,87.1,149796.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
246638,2021-08-26,17043,34,DuPage County,IL,58.9,543642,541990.0,68.7,501029,70.0,124954,83.9,97.8,680474.0,73.7,677783.0,85.9,622200.0,87.0,149700.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
250345,2021-08-25,17043,34,DuPage County,IL,58.8,542896,541245.0,68.6,500432,70.0,124883,83.8,97.8,679731.0,73.6,677041.0,85.8,621542.0,86.9,149617.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
254370,2021-08-24,17043,34,DuPage County,IL,58.7,542007,540356.0,68.5,499706,69.9,124787,83.8,97.8,678872.0,73.6,676182.0,85.7,620785.0,86.8,149525.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
256261,2021-08-23,17043,34,DuPage County,IL,58.7,541420,539769.0,68.4,499239,69.8,124742,83.7,97.8,678339.0,73.5,675649.0,85.6,620333.0,86.7,149477.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
262215,2021-08-22,17043,34,DuPage County,IL,58.6,540756,539105.0,68.3,498746,69.7,124705,83.7,97.8,677689.0,73.4,674999.0,85.5,619828.0,86.6,149421.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
265568,2021-08-21,17043,33,DuPage County,IL,58.4,539107,537456.0,68.1,497453,69.5,124532,83.6,97.8,676080.0,73.3,673390.0,85.3,618479.0,86.5,149234.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
267273,2021-08-20,17043,33,DuPage County,IL,58.4,539099,537448.0,68.1,497447,69.5,124532,83.6,97.8,676060.0,73.3,673370.0,85.3,618461.0,86.5,149231.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
269538,2021-08-19,17043,33,DuPage County,IL,58.3,538379,536728.0,68.0,496870,69.5,124437,83.5,97.8,675299.0,73.2,672609.0,85.2,617829.0,86.4,149134.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
275524,2021-08-18,17043,33,DuPage County,IL,58.3,537604,535953.0,67.9,496294,69.4,124367,83.5,97.8,674433.0,73.1,671744.0,85.1,617115.0,86.3,149026.0,100.0,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
276399,2021-08-17,17043,33,DuPage County,IL,58.2,536695,535046.0,67.8,495608,69.3,124292,83.4,97.8,673479.0,73.0,670792.0,85.0,616392.0,86.2,148921.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
280408,2021-08-16,17043,33,DuPage County,IL,58.1,536136,534487.0,67.7,495205,69.2,124244,83.4,97.8,672873.0,72.9,670186.0,84.9,615920.0,86.1,148870.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
282601,2021-08-15,17043,33,DuPage County,IL,58.0,535401,533752.0,67.6,494645,69.1,124198,83.4,97.8,671926.0,72.8,669239.0,84.8,615132.0,86.0,148782.0,99.9,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
288640,2021-08-14,17043,32,DuPage County,IL,57.8,533247,531598.0,67.4,492984,68.9,124047,83.3,97.8,669226.0,72.5,666540.0,84.5,612885.0,85.7,148552.0,99.7,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
290801,2021-08-13,17043,32,DuPage County,IL,57.8,533242,531593.0,67.4,492979,68.9,124047,83.3,97.8,669211.0,72.5,666525.0,84.5,612873.0,85.7,148552.0,99.7,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
293184,2021-08-12,17043,32,DuPage County,IL,57.7,532363,530715.0,67.3,492300,68.8,123973,83.2,97.8,667977.0,72.4,665291.0,84.3,611830.0,85.5,148398.0,99.6,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
295645,2021-08-11,17043,32,DuPage County,IL,57.6,531483,529835.0,67.1,491610,68.7,123880,83.1,97.8,666598.0,72.2,663912.0,84.1,610659.0,85.4,148210.0,99.5,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
301921,2021-08-10,17043,32,DuPage County,IL,57.5,530910,529263.0,67.1,491139,68.7,123758,83.1,97.8,665933.0,72.2,663249.0,84.0,610115.0,85.3,148125.0,99.4,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
302030,2021-08-09,17043,32,DuPage County,IL,57.5,530415,528768.0,67.0,490764,68.6,123719,83.0,97.8,665321.0,72.1,662638.0,84.0,609629.0,85.2,148083.0,99.4,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
305952,2021-08-08,17043,32,DuPage County,IL,57.4,529915,528269.0,66.9,490385,68.6,123678,83.0,97.8,664508.0,72.0,661826.0,83.9,609044.0,85.1,148034.0,99.4,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
309154,2021-08-07,17043,31,DuPage County,IL,57.3,529214,527568.0,66.9,489838,68.5,123638,83.0,97.8,663093.0,71.8,660411.0,83.7,607877.0,85.0,147854.0,99.2,A,4.0,4.0,4.0,4.0,Metro,4.0,4.0,4.0,4.0
